Id,EssayText,Score1,Score2
20123,"He relixes that he was a great at the hurdels. Soon Paul relizes that Mr. Leonard was a Track and Feild star back in collage and continues to let him coach to get ready to try out for the team. As Paul confronts Mr Leonard about his past, at first he seems sadened by it. 'I was a good athlete,' 'but not a good student. We had no learning centers in our school. I relied onfriends to help me get by, but even then the work was always too hard.'     'But you went to collage,' Paul said     'Things were different back then,' Mr. Leonard replied. 'The collage scouts told me that my grades didn't matter, that I'd have tutors to help me, but college work ia a whole lot harder than high school work. I lost my scholarship and flunked out. No other school wanted a runner who couldn't read.'     'C'mon, Mr. Leonard,' Paul said, walking back toward school. 'It's time to start your training.'",1,0
20135,When Paul finds out about Mr. Leonard's background information he feels that he can relate to him. Paul could tell that when Mr. Leonard told him what happen to him in college he was embarassed just like he was when he was chosen to read something aloud and didn't know the answer. He feels grateful that Mr. Leonard had given up his time to help him excel at something. Then Paul felt that he had to help him out.,1,2
20142,Paul starts to understand why Mr. Leonard is helping him with track. He also realizes why the first time at the track Mr. Leonard did not know his name.,1,2
20143,"The effect that the background information about Mr. Leonard had on the reader is that Mr. Leonard could not read and he was trying to help someone that was also in his postion, so it shows that he is a kind man that cares about people and helps people if they need it.  The effect that the background information has on Paul is that he realizes that he can be successfull, just like Mr. Leonard, even though he can not read.",0,1
20153,"In the beginning of the story Paul thinks Mr. Leonard is just the hall montitor. Then after he gets the background information on Mr.Leonard his viewpoint changes. He realizes that Mr. Leonard is just like him, but Mr. Leonard didn't have a learning center to help him read when he was in school. This caused Mr. keonard to flunk out of college which is why he is helping Paul. Also the background information makes Paul emphatic towards Mr. Leonard and will probably cause him to go to college and not flunk out for Mr. Leonard.",1,2
20167,"The background information about Mr. Leonard makes Paul realize that eventhough  he might be terrible at reading, he needs to keep practicing and overcome his fears, just like he has done with the hurdles.",2,1
20169,The background that Paul got of Mr.Leonard effected him possitively. Now that Paul knows just because you can't read doesn't mean you can't do anything you put your mind to.,0,1
20178,The background information helps paul by relizing if you want ot become a good athlete you have to be an even better student to do what you like do to.,0,1
20185,paul see's Mr.Leonard is a role model and that paul wants to help him.,0,1
20191,"When Paul realizes that Mr. Leonard struggled with the work required of him in high school and college, he feels immediately sympathetic toward the hall monitor because of his similar situation. In my opinion, he most likely felt more of a connection with the older man at this point, and he realized at last why Mr. Leonard was so determined to coach him in track after school. As is usually the case with students and their teachers, Paul is probably also somewhat surprised to discover that Mr. Leonard has had his own difficulties in life.     However, Mr. Leonard's story also has another effect on Paul - It encourages him to work harder so he doesn't suffer the same fate. After this, Paul will probably try to put more effort into his studies and receive better grades in his classes. After being confronted with the possibilities of what could happen to him if he doesn't do so, he probably has more determination not to end up losing all that he hopes to achieve like Mr. Leonard has.     Paul is also probably grateful to the learning center at his school, which he took for granted in the past. Although he initially viewed it as something to be embarrassed about, he most likely is now thankful that he has people to assist him and motivate him when Mr. Leonard didn't have the same luxury.",1,2
20194,paul finds out that mr. leonard was a track star and stoped because he couldnt read so paul teaches him to read because mr. leonard tought him something.,1,2
20201,Paul was amazed by what he found out about Mr.Leonard. He found out that Mr.Leonard was a freshman who won the 400 meter hurdles at the nationals and broke records.,0,2
20208,Paul is confused and probably a little disappointed that Mr. Leonard didn't tell him about his college days. Paul also understands when Mr. Leonard tells him about his flunking out. He says how the emotions in Mr. Leonard's words were all too familiar to him.,1,2
20217,I think that the background effected Paul in a good and bad way. Paul understands and knows how Mr. Leonard feels. Paul tells Mr. Leonard to come on and that it is time to start his training.,2,1
20241,When pual finds out about Mr. Loenard he is kind of inspired and seems like he wants to live out Mr. Loenards dream for him because he never really got the chance to. so  he finds out and tells him to come with him and train .,1,2
20243,"Paul begins to wonder why Mr. Leonard has never shared his past accomplishments with Paul. He confronts him one day after making the track team and asks why he hadn't shared the information before. When Paul learns that Mr. Leonard flunked out of college because he was a poor reader, Paul takes the initiave and helps Mr. Leonard like he helped Paul.",0,2
20249,"Paul is obedient to Mr. Leonard and wants to push himself. Mr. Leonard's background is like Paul, once he gets good with hurdles. Mr. Leonard is trying to help Paul because it reminds himself of his past.",1,0
20273,Paul was very suprised Mr. Leonard didn't tell him about winning the 400 meters in college and breaking records. Paul realized that when Mr. Leonard talked with him about no being able to read and flunking out that he was embarrased. Mr. Leonard couldn't read and had other students help him get by. paul felt the sam way because he was embarrased when he got called on to read in school.,2,1
20288,The backround information about Mr.Leanord effected paul by giving ahim an inspiration. He showed that even though your not a good student in school for any reason you can still suceed in life. Everyone has a talent and nomatter what you can reach your goal.,1,0
20294,He is stuned that he is with someone who has broken so many records and was such a great athlete.,1,2
20297,The background information he recieves gives him a new outlook on Mr. Leonard and he decides to ask him about what he read. When he finds out the whole story he decides to teach Mr. Leonard to read.,2,1
20311,"In the story, the background information about Mr. Leonard is that he was a very talented track star, and that like Paul, he could not read. It has an effect on Paul because he finds himself similar to Mr. Leonard, and also is intrigued by his past. The reader is informed by this when Paul prints off the information about Mr. Leonard, and confronts him about it.",2,1
20317,"It motivates Paul to help someone out just like it did with Mr. Leonard. Since Paul has the same problem as Mr. Leonard, he decides to help him out.",2,1
20322,"In the story, 'Gifts,' the narrator, Paul has a reading problem. He distinguished himself as different from the other middle school students because of this reading disorder. Then Paul meets Mr. Leonard, the hall monitor. Mr. Leonard teaches Paul that he can achieve great things, even if he has a reading disorder. When Paul figures out the background on Mr. Leonard, it shows Paul that Mr. Leonard and himself aren't so different from each other. In the end, they both teach one another valuable life lessons about overcoming difficult obsticals and achieving greatness.",1,2
20338,The background information that Paul learns about Mr. Leonard helps him feel batter about himself because he no longer feels so ashamed that he cant read.,0,1
20343,Paul did not know he was training with one of the best track runners and Paul didnt know why Mr. Leonard didnt know how to read.,0,2
20359,"The background effected Paul because, it shows that Paul and Mr. Leonard had something in common. When Mr. Leonard found out about Paul going to a learning center, Mr. Leonard knew Paul couldn't read just like him.",1,0
20370,"By learning about Mr. Leonard's past, it helps Paul realize that he is not the only one that has problems with reading.  It also taught him that just because you are not good at one, doesn't mean you are bad at everything.  Paul can still succeed and do good in other subjects, like hurdles.",2,1
20376,"The information that paul has on mr. Leonard has a positive effect, he thinks about his future and what he could do to change  it.",1,0
20379,Paul feels the effect that Mr. Leonard flunked out of college a lot. It helps Paul not feel so dumb that he goes to the learning center to get help reading when Mr. Leonard can't even read. This helps him become better at track as well because Mr. Leonard was awesome at track and he couldn't read either.,0,2
20393,The background information Paul has on Mr. Leonard shows that they have something in common. It brings the two closer in the relationship they have. It affects Paul becuase it shows him that he's not the only one out there who has or had the same problems as him.,1,2
20398,"The background information helps Mr. Leonard and Paul's relationship because they both faced similiar things when they were younger. They both were not the smartest people at their school, but Paul did have a learning center at his school while Mr. Leonard did not. Mr. Leonard was a great athlete, while Paul struggles.",0,1
20401,After Paul learns about Mr.Leonards past he understands why he has helped Paul through out the story. He realizes that Mr. Leonard was in the same shoes as Paul at one point in his life and wants to help Paul prosper in reading and in track. In paragraph 26 it showed that Mr.Leonard trained Paul to the point where he was on the high school track team.,1,2
20425,"Mr. Leonard was a vary good athlete and he looked good. Leonard won the 400 meter hurdles at the nationals. He broke the records for hurdles. But, he wansnt a very good student. Paul strides to do good baecause they are exaclely alike. Paul pushes him self to do well like Mr. Leonard.",1,2
20440,"When Paul learns of Mr. Leonard's background information, he feels he shares the same struggle of reading with Mr. Leonard.  Both Paul and Mr. Leonard have a difficult time reading.  However, Paul seeks help by going to the Learning Center, whereas Mr. Leonard relied on his friends and tutors.",1,2
20442,The background information helps motivate Paul into helping Mr. Leonard read. in the last paragraph it tells how Paul is going to help him read.,1,2
20443,"It makes Paul feel like he can be just as good as Mr. Leonard, but he wants to try and get good grades and not rely on others to get by.",0,1
20450,The information has an effect on Paul because he learns that reading and education are very important in life. In the passage Mr. Leonard says that college work is a lot harder than high school work. Also he tells how he flunked out because scouts told him his highschool grades didnt matter.,1,0
20459,The back round information he recieves about Mr.Leonard's reading problem makes Paul want to help him after he has done so much for him.,2,1
20462,"Paul finds tha Mr.Leonard was just like him he was good at sports, but he wasnt a good student he relied on friends to help with his school work had a scholarship and flunked out. Mr leonard also couldn't read just like Paul.",2,1
20480,He cant read and that is Mr. Leoard have in common with Paul and that is a promblem... For him,1,0
20487,Paul finds out that Mr. Leonard was a college hurdler and this makes him wonder what happend. He later finds out that Mr. Leonard is just like him. He has trouble with reading and so he was flunked out of college.,0,2
20490,"He realizes that Mr. Leonard is trying to help him because he does not want Paul to fail in college like did. Paul relizes that Mr. Leononard is helping him because Mr. Lenonard was in the same position he was in at that age and didnt do anything to better himself, and he wants better for Paul.",2,1
20508,Paul is surprised that Mr. Leonard went to collage and won nantionls when he was a freshman in collage. He also was curious of why he quit.,1,2
20526,"Paul was pretty shocked when he learns more about Mr. Leonard. He is also very suspicious because Mr. Leonard never shared this with him. Knowing this helped motivate Paul in track, and learning to read.",1,2
20527,Paul was a poor reader.  Knowing that Mr. Leonard had flunked out of college just because he was a bad learner made him realize that they had something in common.  Mr. Leonard worked with Paul to get better at track.  Mr. Leonard told Paul to keep trying and work hard.  Paul hearing this knows now that you have to keep working hard and keep trying to succeed.  Paul knows that Mr. Leonard should keep trying with his grade and in time he will get better.,2,1
20529,"It made him think about his reading problem, and that he needs to keep it up and he'll get better, which motivated him to help Mr. Leonard to learn to read.",1,2
20538,He felt bad for Leonard becasue he was a good rinner but a bad reader and lost his scolership and droped out of college,0,1
20540,He seems surprised by it.,1,0
20545,It shows why mr. leonard became friends with paul and taught him how to run track. And it made paul want to do good at track and learn how to reead.,1,0
20546,"Paul realizes that the learning center will only help him, and that he doesn't want to lose his dreams like Mr. Leonard did because he can't read.  Mr. Leaonard tol dhim that nobody wants a track star that can't read, and when Paul realizes this he knows that he has to try to make what he wants in life happen.",2,1
20549,"Paul is surprised by the fact that Mr. Leonard flunked out of college, but as he is listening to him speak about his failures, he realizes that he feels the same about his grades. Paul recognizes that 'This man had given his time to help me excel at something' and decides to help Mr. Leonard with schooling because he was never good at it.",2,1
20555,Paul was surprised that Mr. Leonard was a track star in college. Paul is also excited about his newly found knowledge of Mr. Leonard. He felt like he knew what Mr. Leonard felt. The embarrassment shows they are a lot alike.,1,2
20563,The effects that the background information had on paul were that he realized that just because you're bad at one thing doesnt mean that you're bad at every thing you do.  This is because he learns that Leonard also had problems reading but could win nationals as a freshman in the 400 meter hurdles.,0,2
20570,"Finding out Mr. Leonard went to college, but flunked out allowed Paul to think about his future. In their talk about college, Paul realized they have alot in common. For example, 'I knew them well-feelings of embarrassement when I was called upon to read aloud or when i didn't know an answer everyone else knew.'",0,1
20584,The information it like how paul is struggling to read and that M. Leonard was going throught the same thing and that if he helped Paul then paul would help him read and overcome the embarrasment of not being able to read well.,0,2
20598,when Paul gets the background on Mr.Leonard he is filled with quetions of understanding then he find out Mr. Leonard was exactly like him but Leonard wasn't able to get help with his schooling and ended up flunking out of school and loosing everything he had except his records and Paul in the end went and helped Leonard how to read,2,0
20612,"The effects the background information had on paul. Paul could relate to how Mr. Leonard had felt, he was happy that Mr.Leonard had given up his time to help him excel, because he nows what it was like not being able to read.",2,1
20626,"As Paul learns of Mr. Leonard's past, he is a bit moved. He realizes though he is becoming good at hurdles, he needs to learn to read so he doesn't become like Mr. Leonard. He also realizes then that education comes before athletics. Paul can relate to all of this, because he is in that current situation. In 45 it says, 'The emotions in Mr. Leonard's words were all too familiar to me. I knew them well-- feelings of embarrassment when i was called upon to read aloud or when i didn't know an answer everyone else knew. Paul then decides that Mr. Leonard has done him a favor, and has helped him reach a goal... to excel at something. 'This man had given his time to help me excel at something. Suddenly I realized what I could do for him (Line 48). Paul realizes that he needs to excel in academics now, and help Mr. Leonard in the process.",2,1
20627,"When Paul discovers that Mr. Leonard can not read very well, he probably feels a lot more relaxed.  He knew he didn't have to prove anything to him.  Mr. Leonard understood where Paul was coming from.  It gave him comfort, but Paul still wanted to make Mr. Leonard proud.",0,1
20629,it has a really deep effect on paul because he is starting to become a track star and he doesnt want to go down the same path as mr. leonard. paul also helps mr leonard out with his reading at the end of the passage,2,1
20631,Paul gets to know Mr. Lwonard better throughout the story. I feel like they had a lot in common so they got along well together. They both didn't know how to read and they both could jump hurdles. I think that Paul felt like he wasn't an outcast any more becuase he found someone that was like him in so many ways. I think he found a friend that day.,1,2
20633,Mr.Leonard's background information has alot of impact on Paul mainly because Paul is facing the same problem. Mr. Leonard explains to him that he can be a good athlete but school is important to. Through the teachers past Paul has started to open his eyes.,1,0
20644,The background information makes Paul relate more to Mr. Leonard. Paul had felt the embarassment that Mr. Leonard had felt. Such as when Paul was asked to come up to the front of the class to read. Paul realised that his life was a flashback for Mr. Leonard and his difficult school life.,1,2
20653,"The effect that background information has on Paul is it made him want to help Mr. Leonard learn to read and for him to never give up. After Paul found out about Mr. Leonard, he remembered how embarrassed he always feels because he cannot read. Paul feels like he relates to Mr. Leonard in that way because they both have obstacles they need to overcome. Paul now understands and wants to help Mr. Leonard learn to read. Also, Mr. Leonard's background has taught Paul to never give up learning because he can overcome it and become successful.",1,2
20661,pau obey leonard. so that is why he listenings to him alot. and look up to leonard.,1,0
20667,"The information that Paul finds out about Mr. Leonard is the he used to be an amazing college athlete who broke many records, he found this out by typing in the URL that the track coach had given him. When he saw what a great athlete Mr. Leonard was he confronted him about it. When he questioned Mr. Leonard about his athletic career he also found out that Mr. Leonard flunked out of college because he struggled in school, mainly because he could not read. That's when eveythign clicked for Paul. He understood why Mr. Leonard was excited about Paul going to the learning center, why he wanted to help him run hurdles, why he asked him his name, and Paul knew how he could help Mr. Leonard in return. Just like Mr. Leonard had helped Paul jump his hurdles, he was going to return the favor.",2,1
20669,Paul seems to be compassionate with Mr. Leonard in the story as he finds out Mr. Leonard could not read either. Mr. Leonard explained how he had to rely on his friends for homework help and Paul immediately felt empathy towards him.,1,2
20677,Paul is stunned on how good Mr. Leonard did on his track and feild team. But is also wondering why he gave it up.,1,2
20680,"Paul finds out that Mr. Leonard was a great athlete in college and that he had broken many track records, while winning nationals. So, Paul then knew that he had been coached by a great athlete. He then finds out that Mr. Leonard wasn't such a good student, and that he flunked out of college. This reminded him of himself, he was good at running but not too good at school. After finding that out, he wants to help Mr. Leonard how to read, just like Mr. Leonard taught him how to do hurdles.",0,2
20693,Paul learned beckground information about Mr. Leonard that was revelant to his own life. Paul learned that Mr. Leonard was a great hurdler but was awful at reading. Paul also learned that Mr. Leonard failed out of college for not being able to read. Paul knows that he is not very good at reading and being in this remedial program will help him learn to read better and maybe one day he will go to college for hurdles but not fail out.,1,2
20696,"Paul feels bad for Mr. Leonard because he has the same problems as him. At the end of the story, Paul says to Mr. Leonard, indirectly, that he was going to help him learn how to read.",0,2
20705,It gives Paul modivation to excel in the hurdles and also to help Mr. Leonard in areas he struggled with to.  The background information also gives Paul a feeling of embarrassment when he was called to read aloud or when he didn't know an answer everyone else knew.  He then realizes that Mr. Leonard is helping him to excel in something to make him feel important.,1,2
20710,"The effects it has on Paul are sad, he didnt know that Mr. Leonard failed college. Mr. Leonard felt ashamed which made Paul want to do good.",2,0
20712,He is shocked and can't believe he was in college for hurdles. Also he didn't know why he didnt tell him before.' why didnt you tell me about this before?',2,1
20724,"When Paul found out that Mr.Leonard was a good track star and that he didn't go to college because he couldn't read, it reminded Paul of his self.",1,2
20725,Paul realizes that Mr. Leonard was once very famous and good at track and he now understand that he wants Paul to follow in his footsteps in a sense. Mr. Leonard also is not good at school like Paul and wants to give Paul something that he can be good at and feels that track could be great for Paul.,2,1
20734,The information he finds about Mr. Leonard effects him alot because he relizes how much they are alike to eachother. They both have reading disabilities and he is trying to help him to get over that and not to affect him. Mr. Leonard gets him on the track and trains him because that is what he used to do and he wants to pass it on.,1,2
20736,"He realizes the importance of working hard, learning to read and doing well in school. He handed the print out of the web page to Mr. Leonard and ask him what happened to him and Mr. Leonard told him his story. At that moment Paul realized that reading and graddes were important and Mr. Leonard didn't want him to suffer the same way he did.",2,0
20740,Paul realized that even though your not good at one thing that you can't be good at something else. Just like when Paul talks about he knows the feeling of embarrassment when he was called upon to read aloud or when he did'nt know an anwser everyone else knew. Paul realized Mr. Leonard gave his time to help him excel at something and that its okay to not be good at something you just have to work at it harder.,1,0
20742,The effect of this was to show that the hall monitor was not just a hall monitor but a record breaking track runner. Also so that the boy could think he could do the same the man did but this time graduate from college because he will be able to read and write.,0,1
20743,It reminds him of himself and makes him think he will turn out just like Mr. Leonard. Mr. Leonard couldn't read and flunked out of college and since Paul can't read either he probably thinks that he will end up doing the same and flunking out of college.,1,2
20758,"Mr. Leonard was a big time runner in his college days, but was unable to learn anything while in college. As a result Mr. Leonard was thrown out of college and no other school would take him, because even though he was a good runner he wasn't well educated which was not tolerated. This is seen as a big incouragement for Paul, seeing as how he is blossoming into a good athlete and is also slowly getting his education, that he can accomplish things when he tries. Also Paul would be motivated to become better jumping and try to learn more to make Mr. Leonard proud of him and possibly accomplish what Leonard couldn't.",1,2
20760,Paul is concerned about Mr. leonard that why didn't he finish college and why didn't he tell him that he was a star athlete on hurdlers,1,0
20765,Paul doesn't feel as embarrased to know his coach struggled with reading too.,1,2
20767,"When Paul realizes that his everyday coach and hall monitor was truely a great college track runner, Paul was stunned. Paul had been interacting with Mr. Leaonard everyday without knowing his true background. Paul is surprised about Mr. Leonard's background and then goes on to ask him various questions.",2,1
20768,The background information that Paul finds about Mr. Leonard gives him a curious feeling. He wondered what happened to Mr. Leonard. As it turns out Mr. Leonard can't read which is the same problem that Paul had which caused the two to meet. Since Mr. Leonard taught Paul how to run hurdles Paul felt he should teach Mr. Leonard how to read.,2,0
20769,The effect on Paul from raeding Mrs. Leonard explains that paul can do anything you want as long as you have the knoweledge and the education. Because you can be good at anything but if you dont have no education what can you do with out it.,1,0
20772,The information he fount on Mr. Leonard had a good effect on Paul because he didnt know Mr.Leonard ran track in his freshmen year in college. He was inspired by it and the fact that Mr.Leonard was inspiring him to run track and to have his education.,1,2
20774,"He isn't really affected by it.  He was just curious as to why Mr. Leonard didn't tell him about it.  Paul may have been a little hurt, but I don't think it really surprised him that much.  Paul was understanding when Mr. Leonard told him why, and wanted to help him.",0,1
20775,Paul is very impressed about what he hears about Mr. Leonard. The next day he asks him why he never told paul that he was such a good college hurdler. Paul wondered why he didnt continue to run after college since he was so talented and Mr. Leonard told him it was because his grades were too bad and no college wanted a runner that couldnt read so they took his scholarship away.,1,2
20778,"It surprises him, but he is more determined to help Mr. Leonard and do better himself. Paul sees the person that helped him not do so well in school so it would shock and surprise him. He is more determined to help Mr. Leonard out since Mr. Leonard helped him out. He knows what Mr. Leonard feels like since he has gone through some of the same situations.",2,1
20784,"I believe that when Paul knows the truth about Mr. Leonard, he is more motivated to start learning and willing to work harder on hurdling. His relationship with Mr. Leonard also increases and he comes to respect him.",2,1
20786,The background information helps Paul acheive his goals. Paul took his training lessons from Mr. Leonard and became good at doing the hurdles in track. Even though Paul couldn't read he still wanted to do few things to accomplish in his life. He may of been going into the Learning Center but that doesn't stop you from doing well in other acheivements. Paul learned alot from his coach and taught him how to be better than what Paul had realized he was.,0,1
20794,Paul comes to find out that Mr.Leonard and himself are the same. They both struggle with reading in high school and in high school is when they found that they love track.,2,1
20799,He wants him to be as good as he can be for the sport that he is going out for and learn as much as he can to be prepared for what he is about to get into he is going out for training to get as good as he can at it,0,1
20800,"When Paul learns of Mr. Loenard's past, it might have had a positive emotional affect on himself. Paul says in the story that he is a select few who are in the remedial reading program, and from this he may feel embarrased and have low self-esteem. Plus, when talking about how he is picked last in sports doesn't help his esteem either. But when learns of Mr. Leonard who had success in something even though he struggled in school, this may motivate Paul to want to excel at both the hurdles and in school and do what Mr. Leonard could not accomplish.",2,1
20802,"He realizes that even if he is not good in school he can still succeed in life. He finds that he just has to find something he is good at, stick with it, and succeed.",0,1
20809,"Mr. Leonard's background information had an effect on Paul because both Mr. Leonard and Paul had the same problem and motivation. Their problem was that both were not very strong at reading, but their strengths, hurdles, is what brought the two together as friends. Since Mr. Leonard had the motivation to teach Paul hurdles, and Paul was willing to learn, Paul could become the new Mr. Leonard, athletically.",1,2
20811,The effect of the background information on Paul is a good thing. The background information makes Paul open his eyes and realize what Mr. Leonard was doing for him. Mr. Leonard did not know how to read and when he found out that Paul did not know how to read he eased up on him. Mr. Leonard coaches Paul how to do hurdles Mr. Leonard sees himself in Paul and knows it is a great thing for him.,2,1
20813,"Paul receives information about Mr. Leonard after training with him for some time. After receiving the information, however, Paul now understands why Mr. Leonard wants to help him. Mr. Leonard inspires him to do his best. He sees that having the learning center and trying hard, along with doing sports is a hard task to accomplish. He wants to overcome this task though.",0,1
20823,It was explaining that he was a well talented person who wanted to help another out with his talent. When he wasn't doing good in school he was being helped by some tutors that was willing to help him so that he can keep his tallent going.,1,0
20824,"Mr. Leonard's background information effects Paul. Paul realizes he could be like Mr. Leonard because neither of them ccan read proficently. Mr. Leonard's background information helps Paul understand that he is not the only one that cannot read, and Paul learns that he can excell at other things such as track and field.",1,2
20825,"Once Paul hears why Mr.Leonard college story, he wanted to help him learn to read becuse Mr. Leonard was going to help him get in shape.",1,2
20833,He realizes that he is the same way when it comes to school. He realizes also that he doesnt need to be booksmart to do things in life..,0,1
20835,It makes Paul a better student and after he hears the story from Mr. leonard he works even harder and try's harder so that he doesnt let that happen to him.,0,1
20839,The background information Paul discover schanges his outlook on Mr. Leonard. It pushes him to succeed and show Mr. Leonard how great he can really be.,0,1
20843,The information he learned gave him comfidence to help Mr. Leonard just as Mr. Leonard helped him.  Paul tells Mr. Leonard it is time to start training meaning its time to start learning.  Paul also now could relate to Mr. Leonard better.,2,1
20847,"The background information Paul finds on Mr. Leonard has him feeling both appreciative and sympathetic. Paul feels good because he has been coached by a great national winning hurdler. Also Paul felt good about himself because he was asked to pratice with the track team and he was always bad at sports. On the other hand, Paul was sympathetic for Mr. Leonard for what had happened to him. For example Paul asked, ' Well, what happened after that.' That shows he was curious and cared.",2,1
20849,its the fact that they both cant read.,1,0
20851,The background information has an effect of Paul because he gets to know a person better and is therefore not the only one who can't read and feels better.,2,0
20854,The background information Paul found about Mr. Leonard made him empathetic because he knew exactly how he felt but also he became motiveated to help Mr. Leonard just as he had helped him  with hurdles. 'Suddenly I realized what I could do for him.',2,1
