Id,EssayText,Score1,Score2
3248,"As we can come to a close the students in results were very close numbers when they did trial 1 and then trial 2, we can see that when they stretched both trials they got the same answers 20mm. This is what we can conclude about the data.",1,1
3287,"A) The plastic type B was the stretchiest and A was the least stretchy. ^p B) One way this experiment design could be improved is have multiple times recording the stretch length like 5, 10, 15 minutes. The other way is adding more weights.",1,1
3257,a. Based on the student's data I conclude that plastic type D has the most stretchability than all the other plastic types. In both trials they stretched to 20mm while the other plastic types didnt that far. ^p Two ways the student would have improved the experimental design/ validity is 1) did one more trial to make sure its possible stretchability. 2) used same materials.,1,1
3566,"Based on the student's data, I concluded that the amount each plastic stretch, had varied very little between trials. ^p Two ways the students could have improved their experiments would be, 1. They could have recorded the plastic samples lengths before they stretched them. 2. They could have and all the original samples to the same length, the started them.",1,1
2830,Plastic type B is the polymer with the most stretchability. At the end of the experiment this is apparent because in both trials it stretched the most mm. Two ways to make the experiment better would be to leave the weights on for a longer period of time and also to add more weight on another was would be to make the experiment better would be to leave the heights on for a younger period of time and also to add more weight on. Another  way would be to use a double thickness of each material in evert trials.,1,1
3994,A) Mt conclusion based on the students data is that plastic B had the more affect for its stretchability. Plastic A had the least stretchability when it comes to the weights of clamps on top of the bag. ^p B) Two ways the students could have improved their experiment is by including what types of plastic and how long do we leave the weights on top of plastic.,1,1
3554,a) Plastic type A increased the more from the first trial to the second trial. It went from 10mm to 12mm. Type C was the only type of plastic that decreased the length. Type D stayed the same at 20mm of length. ^p b) The student could of had a control group which could of been a different type of plastic. Also the student could of had a third trial to see how it would change the amount the plastic was stretched from the first and second trials.,1,1
3734,"In conclusion, plastic type B was the strongest plastic. In trial 1 it stretched to 22 mm while plastic D only stretched to 20mm and C to 14mm. In trial 2 plastic B stretched to 23mm while D only stretched to 20mm and c to 13mm. One way the student could have improved their experimental design was to stretch the plastic until it was about to brake to get the full stretchability. The student could have also done more trials to get more valid results.",1,1
3063,Based on the student's data it can be concluded that plastic type B has the best elasticity. The student could have improven the experiment by adding trials and specifying in the procedure how much weight is used.,2,2
3719,"A) The students plastic seemed to get longer with each trial, except for plastic type C and D which decreased and stayed the same. ^p B) The student could have performed another trial. They also can use different kinds of plastic for the next experiment to improve it. And show us the begging length for trial 1 to see how much it stretched.",2,2
3631,Based on the students data plastic A and B both stretched 1mm more on the second trial but the plastic type that had stretched the most in trial 1 and 2 is plastic B. ^p The student could of improved this experiment by adding the weights but with a certain amount of weight that was used the same on each plastic and trial. Also the student should have stretched each sample as far as it would go.,2,2
2977,"a) In conclusion plastic type B in trial 1 and trial 2 stretched more then plactic type A, C, and D.^p b) Two ways the student could have improved the experimental design or validity of the results are they could of tested more times to get better results, and they could of let the weights stay in the bag a bit longer before removing them.",2,2
4044,a) Plastic type B stretched the most because it stretched an average of 22.5 mm. Plastic type A streached the least because it streached an average of 11mm. Plastic type C and D are in the midle. ^P b) Add weights to the clamp before they put it on the plastic. Specify exactly where the clamp should be placed on the plastic.,2,2
3471,"Based on the students data you, can conclude that plastic B was the stretchiest of all the plastics. If the students are to conduct the experiment again, they could improve their experimental design by using heavier weights and also doing more trials.",2,2
2930,"a) Based on the data shown on the table, I would say that plastic type B has the most amount stretched. ^P b) The first way is would of presented the result better and have more trails. Second it says allow them to hang fro five mins it should ve been 10-15 mins, 5mins does nothing.",2,2
3570,"A conclusion would be plastic type A is the lested stretched with 10 T1mm and 12 T2mm. Also plastic type B had the most stretchability at 22 T1mm, 23m T2. And type C, D were C, 14 T1mm, 13 T2mm, D 20T1mm, 20 T2mm. Two ways the students could hae improvd was to hae a control with no weights on it. To improe and compare data. Also use the same amont of weights for each plastic. To keep data acorte.",2,2
3303,The student could have improved the experimental design or validity of the results by: 1. Having all plastic pieces be the same length. 2. Add the exact amount of weights to each new point of plastic.,2,2
3182,"The data showas the plastic for stretching more in B. Because maybe the put or did different procesure. But experiment D have the same type of stretching. The procesure are the same or maybe he did it three times. The students have to do the procesure, they have to do the experiment like three time as or more. The need to have all the materials and put it in order. The need to have his own question. Find his conclusion.",2,2
2838,A. The plastic type B could stretch the longest at 22 and 23mm. Also the plastic type D is the only plastic that had the same length of 20mm for both trials. ^p B. Make a control having the clamp (without weight) be measured. Also they could've repeated the experiment by daily one more trial.,2,2
3490,a) Plastic type b stretched the furthest out of the grap. ^p b) give the specific name of the plastics used tell us what size weights to use.,2,2
2817,"A: Based on the data I can conclude that plastic B had the most stretchability it stretched 22 and 23 mm. C 14 and 13mm and D 20,20 mm were in between. ^p B. One way the student could have improved their experiment design is to clerify everything. What plastic, how long are they etc. They could improve their validity by doing three trials instead of two.",3,3
3910,"Based on the data provided by the studence, I have concluded that plastic type B streched the most in both trial 1 and trial 2. ^p One way the studentce could have improved the experiment was by having a continuat for example they could have done a third trial  to see if there was anymore change. The second way the studentce could have improved the experiment was by giving the length of each plastic to see if they were the same.",3,3
3433,"Based on the results from the data table, the two trials do not differ much but the second trial had a couple longer length, so something could have been done differently from the first trial. The data should that plastic B stretched the farthest during the first trial and that it is the ""stretchiest"" the way the student could have improved the design or validity of the results is to repeat it 2 more trials exactly like before to ensure the results are accurate. A second way the student could have improved the experimental design is to say how much weight to add to each plastic, instead of just saying changed.",3,3
3694,"a) Out of all 4 plastics type B was the most stretchable for both trials, D was the second most stretchable, C the third, and A was the least"", To improve the experimental design, the student should have specified the length of the plastics and made sure they were all the same continuity and accuracy of the results. Another thing that should have been done is the mass of the weights should have been included and it should have been specified that they were all the same to again ensure accurate results.",3,3
3106,"a) I concluded that his clab is valid based upon doing multiple trials. I also noticed that the most stretchable was B and the least was A.^P b)Though two trials is good, it is best to do a third trial or fourth trial would be best. Also I think that they should have measured the length of the plastic before and have it on the the data table to compare the changes the occured in the plastics.",3,3
3802,a. Plastic B has the greatest ability to stretch because it stretched the most in T1 and T2. ^p b. One way to improve the experiment would be to specify how long each sample is at the beginning of each trial and have them all the same initial length ( i.e 20mm ). ^p another way to improve this experiment is to specify an exat weight to be clamped to each plastic sample ( i.e. 100 grams ).,3,3
3955,a. Plastic type B is the most stretchable with an average  of 22.5mm of stretchability. The least most stretchable had an average stretchability of 2.5mm less than type B of 20mm. ^p b) the student could have specified a single starting length for each trial of each type of plastic. ^p The student could have specified the weight to add.,3,3
3483,A) A conclusion I could come up with in this experiment is that plastic type B has stretched 22-23mm which makes it the most stretched but out of the 4 they tested in both trials. While plastic type A had the least stretchability at 10 & 12mm. B) Two ways the students could have improved this experiment is they should have done at least 3 or more trials to better the information given. They also should have made sure in step 2 that each plastic was hanging off the table at the same length so it would be a fair way to measure at the end.,3,3
2984,"A: Based on the student's data, plastic B is the most stretchable polymer plastic and plastic A is the least stretchable. ^p B: One way the students could improve their experiment is to perform more than just two trials to ensure their data is valid. Another way they could improve their experimental design is to specify how it tape the plastics so as to make sure their are all taped and pulled the same way.",3,3
3768,I can conclude that the plastic A stratched the least from all the plastics used. And plastic B stratched the most from all the plastics used. Plastic A stratched less because it was better than plastic B. The student should have done more than 2 trials. And also should have told us the measurement of of the plastic bag. So we could know how much it was before it stratched.,3,3
2997,"In conclusion, plastic type B stretched the most in both trials. ^p One way the student could have improved the validity is to cut each plastic to the same length. Another way to improve the experiment design is to specify how much weight to add to the clamp.",3,3
3977,"a) In conclusion, plastic type B was stretched the farthest for both trials, and plastic type A had the least amount of stretching. ^p b) The students could have improved their experiment's by adding more trials and tell us the specific amount of weight used for each plastic.",3,3
