Id,EssayText,Score1,Score2
26108,"white :: White would be the best because then the dog wouldnt be so hot the white had the least heat the whole time so it would nt get as hot as black, dark grey, or light gray.",1,2
26121,white :: If they paint the doghouse white then when th e dog goes inside it wont be so hot in there for him to sit in there.,0,1
26123,black :: The color may affect it by the temperature of the air may be cooler than the other colors,0,1
26127,white :: the color on the outside will either heat up or cool down the doghouse and since white was still warm but not too hot so white is the best color for the doghouse.,0,1
26149,"white :: The color would affect the temperature inside the dog house. The black would make the temperature inside the greaterst then, the dark grey then, the light grey, then finally the white would h ave the lowest temperature just like the lid color. For the lid colors, b lack had an average of 53(DEG)C, the dark grey had an average of 48(DEG) C, the light grey would have an average of 45(DEG)C, aand the white had an ave rage of 42(DEG)C so the temperature for the dog house would be close or be to the same as the temperature of the jar.",1,2
26158,white :: i would choose white because it is one of the lightest colors. also in the experiment it was proven that white stayed the coldest after 10 minutes. therefore in the sun it should stay fairly cold fro the animal living in it.,2,1
26174,white :: less heat will be attracted to it.,0,1
26181,white :: becase it reflax the light,0,1
26196,white ::  how the white might affect the doghouse is be cause it will be alot cooler than the other dark colors because the avera ge temperature of the darker colors are more then whites,2,1
26203,white ::  this color will help the dog house cool becau se it is the clor that remained the coolest during the experiment.,2,1
26204,"light gray :: I would go with light gray because in the exp eriment it was at a good temperature of 45(DEG)F, Black was to hot at a temperature of 53 (DEG)F, Dark gray was a little to warm at a temerature of 48(DEG)F, And white was a little to cold at a temerature of 42(DEG) F.",1,0
26219,"white :: I think they should paint the color white, be cause white absorbs less heat than black does. Because if Black, Dark gra y, or Light gray were to be painted on the doghouse, that would absorb mo re heat than white would.",2,1
26220,"black ::  If you paint the doghouse black, the inside o f the doghouse would be warmer than if you painted the doghouse a lighter colour such as light grey or white.",1,2
26222,"white :: White would be the best color to paint a dog house, because the light color soaks in less light than darker colors. Br andi and Jerry's experiment found that a jar with a black lid was 53(DEG) C after ten minutes, but a jar with a white lid was only 42(DEG)C.",1,2
26228,black :: I choose the color black because it keeps in more light and it has hotter temperature. All the others had lower temper atures and the black was the highest temperature.,1,2
26239,"black :: if a dog house was painted black, then the do g house would stay warmer inside because the experiment shows that the ai r temprature in a glass jar with a black lid on it had the warmest air te mprature of 53, 54, and 52.",1,2
26276,white ::  If they paint it white then the doghouse wont absorb much heat.In the experiment the average temperature in a white li d jar was 42(DEG) C,1,2
26278,"light gray ::  If it was black and it was summer, the dog wo uld be hot. And if it was white and it was winter the dog would freeze. S o light gray would be the best color for the dog. If the tempature was 24 (DEG) outside and the dog was cold, he could go in his dog house and it would be around 45(DEG) degrees in his dog house. So he wont freeze as m uch as he would as if he was outside.",1,2
26282,white :: this would make the dog house cool in the summer because in the experiment the white lid jar had th coldest temperature of 41(DEG) C.,2,1
26311,dark gray ::  The best paint color for the dog house would be dark gray because it will wont get to hot or to cold in the dog house for the dog. I know this because in the results the light gray lid only made the jar an average of 48 degrees C after 10 minutes of being under the lamp.,2,1
26344,white :: if they pick white then the dog will be more cold than if they picked black this is because the darker colors like bla ck and gray take in more heat and energy and if they pick white it takes in less heat and energy so therefor Brandi and Jerry should pick a dark c olor,1,0
26350,white :: white can reflect more heat then black becaus e black absorbs more heat,1,0
26365,white :: they should paint the dog house white because its is a light color and attracts less heat the black lid got the highest tempature showing they should not use black pain because it attra cts heat,1,2
26371,white :: so it dosent get hot in the house,1,0
26373,"dark gray :: This color would keep the doghouse warmer dur ing the winter and hotter during the summer. Therefore, this would be a g ood paint color for the doghouse. I know this because in the experiment t hey did, the air tempeture in the dark gray colored lid inside the jar wa s around 45(DEG), while the darkest colored lid was hotter, and the ligh test was cooler.",1,0
26378,dark gray ::  I choose dark gray because the color will not make the doghouse too cold and not too hot. The results showed that the highest temputure was 48(DEG)C and the lowerest was 48(DEG)C.,1,2
26397,"white :: The experiment shows that if the color is whi te, the less hot the object gets. So if Brandi and Jerry paint it white t he dog would not be as hot if it was black.",1,0
26407,white :: This way the doghouse will stay cool since th e jar with the white lid had the average temperature or 42(DEG) C.,1,2
26410,"light gray :: Light gray would be a good color to paint the doghouse. One reason I chose this is because when the sun is beating down on the doghouse, the dog could overheat. Also, the opposite is true as well. If you had a white doghouse, it may make the dog very cold. The black lid had an average of 53(DEG)C, and the white lid had an average of 42(DEG)C. This makes a grey-painted doghouse the best choice.",2,1
26423,"white :: It is the brightest color in this selection a nd the darker the color, the more energy it will absorb. The doghouse wil l usually be humid and hot and dry inside for the dog if alot of the Sun' s solar energy is being absorbed and spread throughout the doghouse. Evidence of this is in the investigation by looking at the average colum n of the data table. By doing so, you can see that White had the lowest a verage temperature at 42(DEG)C, while the Black had an average temperatu re of 53(DEG)C. Dark and light gray were also above white's average, mak ing white the best suited color for the doghouse.",2,1
26426,black :: using the results from the experiment the bes t color for the doghouse if you were looking for the doghouse to be warm would be black because in the experiment it shows that black heats up the most in the same amunt of time.,2,1
26433,white :: I think white might be the best color for the dog house because when it's sunny out the temperature inside the dog hou se will be cooler becasue in the experiment we learned that white i s cooler proving that it absorbes less heat.,2,1
26437,light gray ::  I chose the light gray paint because in the summer time the dog house won't be too hot or too cold. The light gray rose 21(DEG)C in ten minutes where as the black rose 29(DEG)C and th at means that when it's hot outside the tempature in the dog house will b e hot and uncomfortable.,2,1
26453,light gray :: If you use a light gray paint then the inside of the dog house wont be super hot for the dog,1,0
26456,"black ::  How the color might affect the doghouse is by the temperature of the inside of the doghouse. With the proven fact by the experim ent that darker colors absorb more heat, painting the doghouse the color black will increase the temperature of inside the doghouse. In the experi ment, Brandi and Jerry got the results that the color black (out of all the colors) had the hottest temperature of the inside of the glass jar.",1,2
26459,dark gray :: That effect would warm up the dog house sothe dog will not be cold.,1,0
26475,white ::  less solor energy less hot the dogs house wil l be,0,1
26480,"black :: i chose black because the average inside temp erature after ten minutes was 53 degreee celcius, so then the dog house w ould be warmer for the dog.",2,1
26487,dark gray :: i how not mack the dog house black it will be to hot,1,0
26488,white :: It will make the air cooler becuase it's aver age was 42. It started at 24 so it only went up by 18 and black went up b y 29 because black ended at 53.,2,1
26499,black :: If they use black paint on the doghouse then the doghouse will be hotter than with any other color. In the experiment the black lid's average temperature was 53 degrees and all the other colo rs were more cold.,2,1
26503,white ::  White would probably be the best choice to paint the dog house. It would stay at a temperature of about 42(DEG)C. This color doesn't attract heat like black or dark colors do. So I think this would be the best choice.,0,1
26521,"black ::  Black would make the doghouse warm inside. In the experiment, the average temperature for black jars was 53(DEG)C",2,1
26524,light gray ::  it will put some heat in but will also keep i t cool in the day,1,0
26540,"white :: White might make the doghouse cooler beacuse white, in the experiment, showed it would increase the temperature by 20 or so degrees C. When black increased by 30 or so degrees C.",2,1
26543,"black ::  I chose black because black is going to keep the dog house warmer. If they paint the dog house white, the light will just reflect off, butt if they choose black then they will keep the warm, I know this because on the experiment they did with the lamp the average temperature with the black lid was 53(DEG) C, but the average temperature with the white lid was 42(DEG) C. So black would be the best color for the dog house.",2,1
26544,"black :: this would make the doghouse very hot and unc omfortable because, as shown in the expirament, black attracts heat bring ing more thermal energy to the dog house than other colors such as white.",2,1
26557,"light gray ::  In the test results the white at the average of 42(DEG)C was the coolest while black at the average of 53(DEG)C was the hottest. While light gray is averiging 45(DEG)c, it will not be too hot or too cold for the dog.",2,1
26572,"white ::  I would chose white, because that will make it the coldest and if i were a dog i wouldnt want it to be really hot, id want it to be as cold as i could get it. for black the average was the wa rmest with 53(DEG)C, for dark gray it was in the middle with 48(DEG)C, for light gray it was also in the middle with 45(DEG)C, and white was the coldest wtih 42(DEG)C. The white paint will keep the doghouse less insul ated, and more open. it will keep it so its not so hot and not so cold be cause 42(DEG)C isnt cold or hot its in the middle.",2,1
26573,"white :: White would be the best color. this is becaus e on average it had the lowest tempature inside, so it asorbed or blocked the most heat, it had an averge of 42 degrees while black had an average of 53 degrees",1,2
26578,white :: because white is the the color that regects a ll light there for keeping the light rays from soaking in causing heat,0,1
26579,"light gray ::  The lighter the color of the doghouse, the co oler the temperature is inside, and the darker the color of the dog house , the warmer it is inside, because when the lid color was black, the aver age temperature was 53(DEG)C. But when the lid color was white, the aver age temperature was 42(DEG)C, which had a difference of 11(DEG).",2,1
26582,"white ::  Assuming that you want to keep the doghouse c ool, i would choose to paint it white because it reflects the least amoun t of light.",0,1
26596,"dark gray ::  The best paint color for the doghouse would be dark gray, because it will not be too hot or too cold for the dog inside. Dark gray was the color that absorbed the second highest temperature, so the temperature will keep the dog warm, but not too hot.",1,2
26598,white :: the color should be white because so its not super duper hot when the suns out.,0,1
26599,"white ::  Using white to paint the doghouse will affect its temperature because it absorbs the least amount of heat from the sun , refurring back to the ""Hot Lamp"" experiment, we know that whi te absorbs the least amount of heat because in all 3 trials, the average amount of heat absorbed by the white lid was 42(DEG) after 10 minutes, t hat is only 18(DEG)C more than the temperature it started at (24(DEG) C). This is how we would know which paint to use for the dog house.",1,2
26601,dark gray ::  the color affect the dog house because with dark gray the temperature is kept the same instead of varying from one temp to the other. Plus dog dont want it to be too cold in there dog house so i figured they want a temperature that will keep them warm and kinda chill,0,1
26604,dark gray ::  it will keep same temp. and will be too hot nor cold,1,0
26644,white :: white paint will keep the inside of the dodho use cool because in their expirment the tempature of the white was 42(DEG) c it will keep the dog comfortable.,2,1
26648,"white :: The color will reflect most of the heat and t he inside of the doghouse will stay cooler. In the experament, the temper ature of the jar with the white lid only was raised an average of 16(DEG) C.",1,2
26659,light gray :: It wont make the dog hot or cold because it's in between.The highest tempature would be to hot because its 54(DEG) an d the lowest would be to cold which is 41(DEG) and light gray is in the middle of both the tempatures so its not too hot or cold.,1,2
26660,"black :: If the dog house had a black roof, it would benefit the dog in all kinds of weather. For example, in the winter time or when it is cold out, the black roof keeps all of the dog's body heat in the house, instead of wasting it. And in the summer, when it's hot, he'll be outside playing, and his doghouse temperature won't matter that much .",0,1
26667,"light gray :: Light gray will be the best color to paint fo r the dog house, because it wouldn't attract a lot of heat like the color black and dark gray would.",0,1
26711,black ::  Black might affect it because the darker the color the the more energy it absorbs.,0,1
26712,light gray :: they would choose light gray because they want the dog house to be the right tempature for the dog to stay in without being to hot and light gray is the perfect temapture for the dog.,0,1
26715,dark gray :: in winter the doghouse will stay warm in the summer the doghouse will stay cool.,1,0
26720,dark gray :: I think that Brandi and Jerry should use dark grey for the dog house paint color.Dark grey would keep the temperature between the highest and the lowest temperature.Dark grey would be the bes t because the black dog house would get to hot for the dog at an average at 53(DEG)c and the white dog house would be to cold for the dog at an a verage of 42(DEG)c so i picked the dark grey dog house because it was in the middle at 48(DEG)c. The light grey house would be my next choise at an average of 45(DEG)c.The light grey and dark grey dog houses are only 3(DEG)c away from each other and i picked the dark grey because if it g ot colder the dog house would still stay warm enough for the dog.,2,1
26726,white ::  i choose white because black and grays suck in alot of heat and white reflects it so white is less hot.,1,0
26731,"white :: White has the least temperature on the data t able and it is the lightest color. Like their hypothesis said ""Darke r colors absorb more heat than lighter colors"". So white is the ligh test color there is. So that means that the white doghouse wont absorb an y heat like the black, dark gray, and light gray doghouses.",2,1
26739,white ::  I go with white because then the dog wont be as hot or cold in somedays because most of the trials were different.,0,1
26750,white :: the daog have fur and when it hot the white w ill reflect the heat from going inside and keep the dog cool in the exper iment the white got cool then the others,2,1
26751,"dark gray :: If Brandi and Jerry paint the doghouse dark gray, then when the dog would be inside the doghouse it would not be hot, but it would not be cold, either. From the investigation for the air temperature, the average of all the averages combined is 47. The closest color to that temperature is dark grey. Therefore, the color dark grey is just the right temperature because it's not too not, and not too cold. The dog inside the doghouse would be perfect in this temperature.",1,2
26761,black :: Becasue darker colors absorve more enrg y .,0,1
26769,"dark gray :: This color will effect the tempeture of the d og house because the tempeture doesnt change most of the time. the dark g ray color keeps the tempeture the same, and it keeps it nice and cool for the dog.",0,1
26774,dark gray ::  the color dark gray because it would keep the dog house cool for the dog because the average temp. was 48(DEG),2,1
26802,"dark gray :: Dark grey because, in the winter the dogf mig ht get cold soit would be warmish inside of the doghouse for the dog and in the summer the dog might not even go in its doghouse it will probably want to lay out in the sun but in the summer at night it is the perfect t empeture to sleep in the doghouse.",1,0
26827,"white :: Having a white painted roof will reflect heat in the summer, so the dog will not overheat inside it.",0,1
26832,"white ::  In this experiment, it proves that out of all the colors tested, White was the best. White stayed cooled the whole time, while others tempertures went up.",2,1
26849,"dark gray :: In the experiment, the dark gray lid made the air temperature inside the jar an average of 48(DEG)(c). If the doghous e was black the air temperature would be an average of 53(DEG)(c). If th e doghouse was white the average temperature would be 42(DEG)(c). If the doghouse was dark gray then the dog wouldn't be too hot or too cold.",1,2
26860,dark gray :: it will make the doghouse cold and look dark even during the day.,1,0
26863,white :: In the data table it shows The black lid Held in more hot air then all the other lids Black lid held in : 54 (DEG)c on trial 1 whi le the white lid held in : 42(DEG)c in the first trail the black lids average was 53(DEG)c while th e white lids average was 42(DEG)c by comapreing the data it shows that the whit e lid holds in less air.,1,2
26884,dark gray :: the color wont absorb to much heat therfore i t wont be to hot inside. the darker the color the greater the heat,1,0
26892,white :: it would be the color that would attract the least amount of heat,0,1
26894,"black :: the color black will affect the dog house in many ways. for example, it will be warm in there when its sunny out side. the way that i know this is, the temp of the black lid is 54 digres then 52 digres then back to 54 digres so the average temp is 53 digres but fo r white the average temp was 42 so as you can see this is how the color o f the doghouse affects the temp it will be warm in the doghouse.",2,1
26900,white :: The dog house would not get too hot in the su mmer because white doesn't attract as mutch heat from the sun.,1,0
26921,"black :: Black absorbes more heat energy, so the insid e of the dog house will stay warm if it has a light source (the sun). Thi s is proven when they had a black lid on the jar and it gained 53(DEG) w ith the light source being the heat source.",1,2
26924,black :: The color will affect how warm or cold the do g house is . Because the white would be 42(DEG) and black would be 53(DEG) .,1,0
26933,dark gray :: this color would deflect heat but also keep t he inside warm.,1,0
26934,light gray ::  it well keep it from getting to hot,1,0
26948,"white :: White, because the white lid temputature only went up to 42(DEG)C. The other lid colors got a higher temputature, So I chose the one that had the least temputature.",2,1
26960,dark gray :: it is the second high est and it should keep the dog house worm with out geting to hot,2,1
26961,dark gray :: my opinion for light gray cause it seems like an avaerga tempeture out of the four collors so i thing that the dog won t get hot if the collor method works,0,1
26968,dark gray :: dark grey because the darker the color the hotter it gets and so if you use light gray its best because white is to cold black is to hot and light grey could be to cold also.,0,1
26981,white ::  This color would be the best to pick to paint the dog house because white reflects the suns energy and dose not aborsob it like all the dark colors...see if you look on the data table it shows that the avarge temerature for each color was black = 53 dark gray =48 light gray =45 white = 42 as shown on the avrages of the differnt color s it shows that white dosnt obersever that much of the suns engergy and t hats why i think white should be what they choose.,2,1
26990,white :: Painting the dog house White would be very sm art if you didn't want your pet to over heat on those dreadfuly hot summe r days. Based on Brandi and Jerry's experiment the color Black gives off more 11(DEG)C opposed to the color White.,1,2
27001,"dark gray :: I choose dark gray because its not as hot as black but it isnt to cold like white. Its a perfect temperature for the d og in my opinion. It doesnt have to much heat but just right, its a relax ing amount of heat.",1,2
27010,"light gray :: I think that light gray would be the best col or because it absorbs enough light to make the dog warm, without getting it too hot. Black would make it too hot, and white would make it too cold .",2,1
27018,"white ::  White because in the data it say that white had the lowest tempature with a average of 42(DEG)C. If the they painted it white, it would keep the dog house at a cooler tempature during hot sunny days.",2,1
27032,"dark gray :: The dark gray color would keep the dog house pretty cool during the summer, but also wouldn't be too cold during the w inter because the temperature was the same the whole time.",0,1
27050,light gray :: light gray because its not to light and its n ot to dark,1,0
27060,"white ::  i would choose white,one reason why is because u wouldnt want your dog to be hot so no dark colors and in your experiment white came the color that didnt get as much heat as others did.",1,2
27063,"black ::  If the weather where Brandi and Jerry live is cold, if they painted the doghouse black, it would absorb more heat than dark grey, light grey, and white.",1,0
27079,"dark gray :: During the winter, Brandi and Jerry's dog will stay nice and warm, but not to warm, when summer comes.",1,0
27082,white :: If brandi and jerry use the color white for t he dog house the dog will not over heat because the color white does not attract the heat as much as the darker colors so the dog house would be m uch cooler.,2,1
27108,dark gray :: It might make the doghouse warmer during wint er months. For example the average heat for the dark grey paint was 48(DEG)C,0,1
27130,white ::  It will make it for inside of the dog house it wont ne so hot because this is the color that reflects light.,1,0
27137,"white ::  it would be best to paint the dog house white because it won't make the dog house as hot when the sun comes out. White won't attract as much heat inside the dog house, as we discovered in the experiment, white had the lowest temperature because it is a lighter col or. As the colors got darker, the temperature got hotter.",1,2
27145,black :: Because the temperature will be high and not low . Painting it black is the highest temperature,1,2
27148,white :: white duns not atat so mush heat,1,0
27149,"white ::  White would make the doghouse the least temperature.The data showed that the temperature was on average 42(DEG)C. The doghouse would be a cool enviroment, instead of too hot. The doghouse would be a place for the dog to go when he is too hot.",2,1
27155,"white :: The color white Absorbs the least amount of e nergy, so by coloring the doghouse white it will ensure the dog house is a more comfortable temperature for the dog.",1,0
27156,dark gray :: Dark gray would be a good color for the dogho use so that the dog doesn't overheat or get too cold. The house would sta y cool in the summer and warm in the winter. Dark gray had an average tem perature of 48(DEG)C while black had an average temperature of 53(DEG)C and white had an average temperature of 42(DEG)C.,1,2
27165,"light gray :: the color of the dohouse should be light gray ,because if the dog house is black its going be very hot inside the dog h ouse in the summer and light gray would be an ok temperature an ave rage of 45(DEG)c for the summer and da winter, and every other seson",1,2
27185,"black ::  the darker a color is the more heat it takes in, with the dog house painted black it will absorb more heat rather than if it was painted white which reflects heat. in the experiment when the glass jar had the black lid the tempurature was 11(DEG) higher than when the jar had the white lid, this proves that darker colors absorb more he at and that brighter colors reflecxt more heat.",2,1
27204,"white :: In the experiment, the white lid kept the tem perature in the glass the coolest. So if Brandi and Jerry paint the dogho use white, itll keep the inside cool for the dog.",2,1
27208,white ::  the white color will keep the dog house cool and not hot. I know this because from the data the white lid was the cold est and the darker the lid was the hotter the inside of the jar was.,2,1
27212,light gray :: Light gray because the dog will probably want to be cool and not hot.,1,0
27227,light gray ::  light gray because when it is sunny out the d og wont be hot beause black and other dark colors attract the sun.,1,0
27235,white :: White. Because the black attracts light so th en the dog house would heat up. th edark Gray is also like the black so t hat wont work either. The last decision was light gray or white so i pick ed white because that color doesnt attract light.,1,0
27263,white :: This color will make the inside of the dog ho use cooler according to the data given by Brandi and Jerry's expirement.,1,2
27264,dark gray :: Brandi and Jerry should paint their dog house dark gray because dark gray doesn't ge to hot and isn't to cold. In the summer than the dog house will not get to warm yet it will not get to col d in the winter because it does attract some sunlight to keep it at an av erage of 48(DEG)C. That way their dog can always enjoy it's dog house no matter what the temperature is outside.,2,1
27265,dark gray ::  the darker the color the warmer it is inside. and if it was black it would be to hot and white or light gray would get to cold.,2,1
27275,"light gray :: the color of the doghouse might affect the in side of the doghouse by the temperature inside. As shown in the data tab le of the experiment, the data shows that the average temperature is 45(DEG) C which when comapared to other temperatures it shows that it is not lowest or the highest its in the middle.",2,1
27280,light gray :: I would say light gray because if it was blac k and in the summer time it would be way to hot and if it was white in th e winter it could get to cold so I think light gray is the best because i t wouldn't be to hot in the summer or to cold in the winter.,1,2
27281,black ::  i pick black because black is a dark color an d and darker colors atract energy (like heat).so that way the inside of t he dog house will be worm.like for the black lid all the results were 54 and all the other colors were 10(DEG) and less.,2,1
27284,white :: the color white absorbed the least heat out o f all the colors so the doghouse would not get overheated inside and stay cool just in case there was a hot summer day,2,1
27292,light gray :: black because it would get to hot for the dog and white because it could also get to cold,0,1
27302,white :: If it is a lighter color then the doghouse wo n't get as hot as it would if you painted it a darker color.,1,0
27310,dark gray :: During the summer the dog houses temp. would be 48(DEG). This would keep it cool. During the winter the darker color will help keep the heat inside the dog house.,0,1
27317,"white ::  Painting the doghouse white would ensure that the dog doesn't get too hot while it's inside. White would keep the inside of the doghouse cooler than any other color. I know this because in the experiment, the average temperature for the white-lidded jar was less than any other colored lid.",2,1
27323,"white :: The color white will affect the inside of the doghouse because in the Lid vs. Air Temperature Inside Glass Jar table, it shows that the color white doesn't heat up as much as the other colors . The color white reflects the light making it stay cool, which is what y ou want for a doghouse.",2,1
27328,"white :: to design the dogs house i think that the pai nters should you used white paint, because sunlight absorbs into darker c olors because they cannot reflect the light so therefor the dark colors j ust continue to absorb all the light.",1,0
27330,"white :: The color white would be the best to paint th e doghouse because it will be kept cooler than Black, which the average w as 53 degree celcius, dark gray which the average was 48 degree celcius, ligh gray which the average was 45 degrees celcius, and the whites averag e was 42 degree celius. Black absorbs the most heat, while white reflects .",2,1
27335,"black ::  This color would keep the doghouse warm during the nights and cold days, and if it is a hot day then the dog will be outside anyways",1,0
27342,light gray :: light gray because when the dog is sleeping i n the dog house and its ranning he will get cold because it is white so t hey for light gray will keep it warm and cool at the same time for those winter days and the cold days with ran,1,0
27344,"white :: darker colors absorb heat from light, so ligh ter colors reflect it.",0,1
27354,white :: it would keep the dog cool enough to withstan d the heat and have enough warmth for winter since dogs have fur on their bodies to keep warm.,0,1
27358,:: its depends on were they live if its a hot pl ace then a white dog house but if its a cold place then a black dog house to make the doghouse a little warmer and in the middle if its a mixture.,1,0
27366,dark gray ::  dark gray would heat up the air for a dog to a comfortanble temerature and not make it to hot like the black lid or make it to cold like the light lid,2,1
27371,"white ::  White would make a good color for a doghouse because its a rather remains at a rather cool tempertaure not too hot for the poor dogs, as seen on Lid Color vs. Air Temperature for each lid col or table where it shows the average of the white lid's temperture was 42( (DEG) C)",2,1
27402,"dark gray ::  The best paint color for a doghouse would be dark gray because the temperature inside of the doghouse wouldn't be too hot for the dog, but it wouldn't be too cold. It was 48(DEG)C in the jar with a dark gray lid on average. That is more suitable for a doghouse th an the black lid, which was 53(DEG)C, or the white lid, which was 42(DEG) C.",1,2
27406,light gray ::  Light gray wouldnt be to hot or to cold so the tem[erature would be just right.,0,1
27407,black ::  if you use black paint then it will take in m ore heat because dark colors absorb more energy like they found out in th e lab hot lamp the black was at least 5(DEG)c hotter then all the other colors.,2,1
27426,white ::  white would not attract as much heat as the o ther darker colors,0,1
27429,black :: If you see the doghouse black then you can se e better because the color is black you can see black better in the after noon.,0,1
27432,"dark gray :: If Brandi and Jerry colored the doghouse white, it would not asorb the heatness like the color black. Therefore, it would feel more comfortable for the dog when it is hot outside. The reason why black was to asorb heat, because in the data table it had higher degree then white, which had a lowest degree in temperature.",1,2
27443,"white :: White would be the best color because it will be more cooler in the dog house then any of the colors above. In t he data table with black paint, the average was 53 ((DEG)C). The w hite paint, the average was 42 ((DEG)C). So that shows that if you go fo r light colors it will reduce the heat inside but if you do want it reall y hot then go for the dark colors.",2,1
27455,"dark gray ::  I chose dark gray because, where I live, it can get fairly cold. The dark gray might offer the dog warmth during the winter and at night, without over heating the doghouse. And hopefully in the summer the dog will be able to run around and wont have to worry about getting to hot in the doghouse then. I think your question is too vague. It really depends on the climate and dog breed.",0,1
27461,"white ::  White has less heat absorbtion. If the sun is out and it is hot, the dog house will still be cool inside.White has a t emperature in the low 40's for sitting under a lamp for 10 minutes. light gray has temperatures in the mid 40's. Dark gray is high 40's. ANd black is low to mid 50's.",2,1
27467,white :: This color could keep the doghouse cool in di rect sunlight. This could make it more comfertable for the animal.,0,1
27471,"black :: Black would keep the doghouse warmer during cold winters because it holds more heat than the White or the Grays. The average for the Black was 53(DEG)c, and the white was 42(DEG)c. That means the black holds about 11 degrees more of heat.",2,1
27474,white :: The doghouse will usually be cool inside even on sunny days because the light from the sun will reflect off of the dog house causing the light to not enter it and make the transformation into thermal ( heat ) energy.,1,2
27480,"white ::  i think the dog house should be white, becaus e in the experiment, white didnt get very hot. the highest temperature wa s 43(DEG)C and the lowest was 41(DEG)C.",1,2
27496,"white :: the color white reflects most of the sun's he at, while the color black absorbs most of the sun's heat.",1,0
27507,"light gray ::  If you paint the dog house black then the in side will always very hot. Then when the sun is shining on it just like in the lab it says the ""the darker the color"".the gr eater the increase in air inside the doghouse. so i would not choose blac k to be the color for the dog house. i would pick light grey because it i s dark but at the same time it is a light color . when the sun is shining or giving heat to the dog house it will be warm but cool at the same tim e because it is a light color and a light color does not obsorve as much heat.",2,1
27513,white :: Brandi and Jerry should use white paint for t here dog house because in the investagation the white paint color only ha d a 18(DEG) increase as black paint had a 29(DEG) increase. the diffren ce between the two paint's tempurture was 11(DEG).,1,2
27523,"black :: the color black is going to make the doghouse more warm, because darker colors absorb more energy.",2,1
